,,,,,,,,,,,,,,,,,
No.,Release,2023 Ranking,Course ID,Course Name,Category,Content Type,Content Provider,Instructor,Course's Description,The Learner,Total Time,Test,Key Takeaways,Link to Cover,Link to Banner,Link to Brochure,Link to Instructor Profile
220,June 2021,420,PAT21C001,เข้าใจการบัญชีอย่างง่าย (Basic Accounting for Everyone),Business Function,Online Course,Dr. Nadharatch Ounlert,ดร.ณฑรัช อุ่นเลิศ,"""ทันทีที่ธุรกิจเริ่มต้น สิ่งที่จะเข้ามามีบทบาทสำคัญต่อการดำเนินการธุรกิจโดยปริยายก็คือ เรื่องของตัวเลขและการบริหารการเงิน โดยแหล่งข้อมูลที่จะแสดงให้เห็นถึงความเป็นไปของธุรกิจได้อย่างชัดเจนและทรงประสิทธิภาพก็คือ เรื่องของการบัญชี  

ขณะเดียวกันการบัญชีก็ไม่ได้เป็นเพียงเครื่องมือที่ใช้ในการบันทึกธุรกรรมเท่านั้น แต่ยังเป็นเครื่องมือในการวิเคราะห์เพื่อประกอบการตัดสินใจในเรื่องธุรกิจอีกด้วย

หลักสูตร """"เข้าใจการบัญชีอย่างง่าย (Basic Accounting for Everyone)"""" จึงเกิดขึ้นเพื่อตอบโจทย์และยังประโยชน์ต่อการทำธุรกิจทุกรูปแบบ โดยนำเสนอภาพรวมของการบัญชีขั้นพื้นฐานในการทำธุรกิจ และแนวทางการวิเคราะห์ในแบบเข้าใจง่าย สามารถนำไปปรับใช้กับการทำธุรกรรมและการบริหารการเงินได้ทันที""",หลักสูตรนี้เหมาะสำหรับกลุ่มคนทำงานทั่วไปที่ไม่มีพื้นฐานด้านบัญชี และกลุ่มบุคลากรระดับสูงที่ทำงานเกี่ยวข้องกับการบริหารการเงิน,0:44:56,Y,N,https://drive.google.com/file/d/1E48TiJB0ec83tOT0jSSP2nIrxfRx8QkT/view?usp=sharing,https://drive.google.com/file/d/1ouRR6alL2gpTpQ49vEDyLoySSeUfje7U/view?usp=drive_link,https://drive.google.com/file/d/1jkb5VyZG2sfvtuqywS7vHp5qHR-hX-2r/view?usp=drive_link,https://drive.google.com/file/d/1v2qFyGpRXo-g1fLfUa4dSsAhNvcQVTYW/view?usp=drive_link
221,June 2021,19,KPM21C001,พื้นฐาน พ.ร.บ. คุ้มครองข้อมูลส่วนบุคคล พ.ศ. 2562 (PDPA Basics),Digital Literacy,Online Course,KPMG,"นัยน์ปพร สกุลญาติ, ภัทรพร กายบริบูรณ์","เพราะ ""สิทธิในความเป็นส่วนตัว"" คือสิทธิขั้นพื้นฐานสำคัญที่มนุษย์พึงมี...เช่นเดียวกับเป็นสิ่งที่ต้องได้รับการคุ้มครองด้วยกฎหมาย PDPA (Personal Data Protection Act) จึงถือเป็นทางออกสำคัญสู่การปกป้องคุ้มครองสิทธิขั้นพื้นฐานทว่าสำคัญนี้

โดย PDPA นั้นเป็นกฏหมายที่คุ้มครองข้อมูลส่วนบุคคลของคนไทย ไม่ว่าข้อมูลนั้นจะอยู่ในประเทศหรือต่างประเทศก็ตาม หากบริษัทที่เคยเก็บข้อมูลลูกค้าควรจะต้องปรับตัว ตั้งแต่ การเก็บข้อมูล, การใช้ข้อมูล, การควบคุมหากข้อมูลรั่วไหล โดยกฏหมายจะมีผลบังคับใช้ มิถุนายน 2564

หลักสูตรนี้จึงเป็นการเริ่มต้นในการสร้างความเข้าใจเกี่ยวกับกฎหมาย PDPA พร้อมกรณีศึกษา ซึ่งเป็นส่วนสำคัญต่อการปฎิบัติงานไปจนถึงการดำเนินชีวิตท่ามกลางยุคสมัยแห่งเทคโนโลยีและข้อมูลข่าวสารจากปัจจุบันสู่อนาคต",หลักสูตรนี้เหมาะสำหรับทุกแผนกที่มีความเกี่ยวข้องกับการใช้ข้อมูลส่วนบุคคล,0:38:18,Y,N,https://drive.google.com/file/d/1RwR6XOIOrQWBraL-hQa2G3_Y4-x8PfeY/view?usp=sharing,https://drive.google.com/file/d/1D_NYgFlyfkP7ZhnE2fTQFVQOCy9XTVSC/view?usp=drive_link,https://drive.google.com/file/d/1cbSH4hx-iNC3eahv5OgW0h-x3fExIpdf/view?usp=drive_link,"นัยน์ปพร สกุลญาติ, ภัทรพร กายบริบูรณ์"
222,June 2021,335,KPM21C002,กรณีศึกษาของ พ.ร.บ. คุ้มครองข้อมูลส่วนบุคคล พ.ศ. 2562 (PDPA Cases),Digital Literacy,Online Course,KPMG,ปิยดา ตันไสว,"เพราะ ""สิทธิในความเป็นส่วนตัว"" คือสิทธิขั้นพื้นฐานสำคัญที่มนุษย์พึงมี...เช่นเดียวกับเป็นสิ่งที่ต้องได้รับการคุ้มครองด้วยกฎหมาย PDPA (Personal Data Protection Act) จึงถือเป็นทางออกสำคัญสู่การปกป้องคุ้มครองสิทธิขั้นพื้นฐานทว่าสำคัญนี้

โดย PDPA นั้นเป็นกฏหมายที่คุ้มครองข้อมูลส่วนบุคคลของคนไทย ไม่ว่าข้อมูลนั้นจะอยู่ในประเทศหรือต่างประเทศก็ตาม หากบริษัทที่เคยเก็บข้อมูลลูกค้าควรจะต้องปรับตัว ตั้งแต่ การเก็บข้อมูล, การใช้ข้อมูล, การควบคุมหากข้อมูลรั่วไหล โดยกฏหมายจะมีผลบังคับใช้ มิถุนายน 2564

หลักสูตรนี้จึงเป็นการเริ่มต้นในการสร้างความเข้าใจเกี่ยวกับกฎหมาย PDPA พร้อมกรณีศึกษา ซึ่งเป็นส่วนสำคัญต่อการปฎิบัติงานไปจนถึงการดำเนินชีวิตท่ามกลางยุคสมัยแห่งเทคโนโลยีและข้อมูลข่าวสารจากปัจจุบันสู่อนาคต",หลักสูตรนี้เหมาะสำหรับทุกแผนกที่มีความเกี่ยวข้องกับการใช้ข้อมูลส่วนบุคคล,0:34:42,Y,N,https://drive.google.com/file/d/1YLuARqBUIW4dkdib9v-jyh3ZvaYosJqy/view?usp=sharing,https://drive.google.com/file/d/1alEgpIdTRGsH4Z8UtcpgRg5K4jGDYQz2/view?usp=drive_link,https://drive.google.com/file/d/1s172WBWV8NH7GlyfkEqe-CcQVQdnJYJt/view?usp=drive_link,https://drive.google.com/file/d/1HwPPqEROoWJdOnOPG2xjqh4PK2py-Me_/view?usp=drive_link
223,June 2021,687,DIS21P001,คิดอย่างไร ให้ค้นพบทางรอดจากวิกฤติ (Krating Teaches Thinking),Problem Solving,Online Course,Disrupt University,เรืองโรจน์ พูนผล (กระทิง),"ในยุคที่ทุกอย่างเปลี่ยนแปลงอย่างรวดเร็ว องค์กรทุกขนาด ทุกประเภท ต้องเร่งปรับตัวเพื่อเอาชนะศึก Continuous Disruption องค์กรไม่สามารถยึดติดกับความสำเร็จในอดีตได้อีกต่อไป ผลิตภัณฑ์ที่เคยสร้างรายได้ก็เสี่ยงถูกผู้เล่นรายใหม่แย่งตลาด

ด้วยโอกาสใหม่จากสภาพตลาดที่เปลี่ยนแปลงไป และทั้งวิกฤต Covid-19 เป็นตัวเร่งเครื่องสู่การเปลี่ยนแปลง ที่พร้อมจะเผยทั้งโอกาสต่าง ๆ มากมายเปิดรับให้คนได้ไขว่คว้า และความท้าทายที่ซับซ้อนมากยิ่งขึ้น

เมื่อมีโจทย์ที่มีความท้าทายเช่นนี้ การคิด การแก้ปัญหา ตั้งโจทย์ ตั้งคำถามเป็นเรื่องที่สำคัญมากเป็นอันดับต้น ๆ และจะทวีความสำคัญมากขึ้นเรื่อย ๆ ในอนาคต สำหรับนักคิด นักกลยุทธ์ บุคคลทั่วไป ไม่ว่าจะอาชีพ ระดับงานใด ไม่ได้จำกัดเฉพาะเพียงแค่ผู้บริหารในองค์กรต่าง ๆ เท่านั้น 

หลักสูตร Krating Teaches Thinking โดยคุณกระทิง พูนผล Founding Partner, 500 TukTuks จะช่วยทำให้ผู้เรียนสามารถมีวิธีการคิดที่สามารถแก้ปัญหา ความท้าทายใหม่ ๆ ที่มีความซับซ้อน เพื่อปรับเข้ากับสถานการณ์และบริบทที่เปลี่ยนแปลงอย่างรวดเร็วของยุค Continuous Disruption ให้ได้","หลักสูตรนี้เหมาะสำหรับผู้นำ, ผู้บริหาร, Leader ในทุกอุตสาหกรรม, นักคิด, นักสร้าง นักออกแบบ หรือผู้ที่สนใจ Innovation/ Technology/Entrepreneur",1:20:58,Y,N,https://drive.google.com/file/d/1ey0VK9_w3_ncCfmFC0q0tv2yfkIBm5DD/view?usp=sharing,https://drive.google.com/file/d/1uV5L4e0AgtkelHIRE-jhJrp-F4xJjHv-/view?usp=drive_link,https://drive.google.com/file/d/1vBEr6MU3kw2F19R8ZtLQBJUJYnM-eV96/view?usp=drive_link,https://drive.google.com/file/d/1vBEr6MU3kw2F19R8ZtLQBJUJYnM-eV96/view?usp=drive_link
224,June 2021,367,DTR21P011,Intro to Command Line,Design & Development,Online Course,DataRockie,กษิดิศ สตางค์มงคล (ทอย),"บรรดานักพัฒนาและโปรแกรมเมอร์จะมี Productivity Tool ตัวหนึงที่มีความจำเป็นต่อการทำงานมาก นั่นคือ ""Command Line"" หรือชุดคำสั่ง Text-Based สำหรับทำงานบน Windows/ Mac / Linux OS แบบไม่ต้องใช้เม้าส์ หรือพึ่ง Graphical User Interface (GUI) ซึ่งนับว่ามีประโยชน์มาก

ขณะเดียวกันหากคุณต้องการเริ่มต้นสายงานด้าน Computer Science, Information Technology หรือ Computer Engineering แล้ว ""Command Line"" ก็เป็นหนึ่งเครื่องมือที่จะช่วยเพิ่มประสิทธิภาพในการทำงานให้กับคุณได้อย่างมากมายเช่นกัน

หลักสูตร ""Intro to Command Line"" จึงเกิดขึ้น โดยได้รับการออกแบบมาเพื่อนำเสนอวิธีการเขียน Command Line พื้นฐานสำหรับจัดการไฟล์และโฟลเดอร์ที่แม้ไม่ใช่นักพัฒนาและโปรแกรมเมอร์ก็สามารถเรียนรู้เข้าใจได้ง่าย ๆ และนำไปปรับใช้งานได้แบบมืออาชีพ","หลักสูตรนี้เหมาะสำหรับ
- นักเรียนนักศึกษาที่สนใจ หรือกำลังศึกษาต่อทางด้านวิศวกรรมศาสตร์ วิทยาการคอมพิวเตอร์ เทคโนโลยีสารสนเทศ 
- บุคคลทั่วไปที่มีความสนใจทางด้านการพัฒนาโปรแกรม และแอปพลิเคชัน",1:01:53,N,N,https://drive.google.com/file/d/1j3IvO3GPf31isS6LaZ8gLWqPNUCk8qpO/view?usp=sharing,https://drive.google.com/file/d/1Z58cWS4xa0ND2Eb96yLetzLw7DZEZae4/view?usp=drive_link,https://drive.google.com/file/d/1c7I5HUJkcF_ay8ICESyt-45W-QZzc0oL/view?usp=drive_link,https://drive.google.com/file/d/1cuhrxF9GecG23HEGGPuBeGCKYsUsDmWp/view?usp=drive_link
225,June 2021,906,CSF21P005,สอนลงโฆษณาเฟซบุ๊ก สำหรับมือใหม่ (Facebook Ads for Beginners),Business Function,Online Course,Content Shifu,ศิริพงศ์ เตียวพิพิธพร,"Facebook Ads เป็นเครื่องมือการตลาดที่สร้างผลลัพธ์ได้กับแทบทุกธุรกิจ ไม่ว่าจะเล็ก/ใหญ่ หรืออุตสาหกรรมใด ๆ ตั้งแต่การสร้างการรับรู้ ไปจนถึงการทำให้เกิดยอดขายหรือเป้าหมายทางธุรกิจ

การที่คุณมีความรู้ความเข้าใจในระบบ Facebook Ads ด้วยตัวเอง จะเป็นพื้นฐานสำคัญที่ให้คุณต่อยอดได้กับการลงโฆษณาแพลตฟอร์มอื่น ๆ หรือแม้แต่การทำ Digital Marketing ในกลยุทธ์รูปแบบอื่นๆ ต่อไป",หลักสูตรนี้เหมาะสำหรับทุกคนที่ยังไม่มีพื้นฐาน หรือยังมีพื้นฐานไม่แน่น เรื่อง Facebook Ads ความรู้ในด้านนี้จะช่วยต่อยอดกับการทำการตลาดเบื้องต้นด้วยตัวคุณเอง หรือช่วยให้คุณเข้าใจงานในสาย Digital Marketing มากขึ้น หากคุณต้องการเรียนรู้ในงานสายนี้ หลักสูตรนี้เหมาะกับคุณ,2:10:43,N,N,https://drive.google.com/file/d/1ykwL4obA56w9J0uC4iwVlnm0nFpa-jt6/view?usp=sharing,https://drive.google.com/file/d/1dBCvBuNv4ARHcdWM2REFBsTtm5TaNRs5/view?usp=drive_link,https://drive.google.com/file/d/1w6g_9BT_AAQXN223cPVEX3U8nc03v-5i/view?usp=drive_link,https://drive.google.com/file/d/1fyfme0kYcI0frX3GvpJQ9lF4apP68TTx/view?usp=drive_link
226,July 2021,488,TIC21C013,เครื่องมือที่ใช้ในการเพิ่มผลผลิตในองค์กร (Productivity Improvement Tools),Self Development,Online Course,IMPRESSION Institute,ดร.พิสิทธิ์ พิพัฒน์โภคากุล,"การปรับปรุงการทำงาน การเพิ่มผลผลิตในองค์กร มีเทคนิคและเครื่องมือที่ช่วยในการวิเคราะห์ บริหารจัดการ หรือแสดงผล เพื่อให้ผู้ดำเนินการสามารถมีหลักการและมีรูปแบบที่ถูกต้อง ซึ่งทำให้การปรับปรุงงาน หรือการเพิ่มผลผลิตสามารถวัดผลได้อย่างเป็นรูปธรรมและส่งผลให้องค์กรได้รับประโยชน์ได้อย่างแท้จริง
        
หลักสูตร ""เครื่องมือที่ใช้ในการเพิ่มผลผลิตในองค์กร"" จะมีการถ่ายทอดเครื่องมือที่นิยมในสากล ในการเพิ่มผลผลิตและตัวอย่าง ที่จะช่วยให้ผู้เรียนได้สามารถนำไปใช้ในการดำเนินงานได้จริง
",หลักสูตรนี้เหมาะสำหรับพนักงาน / หัวหน้างาน / ผู้จัดการ / ผู้บริหาร / คณะทำงาน ปรับปรุงงาน / เพิ่มผลผลิต,1:07:44,Y,N,https://drive.google.com/file/d/1hgudKWb8xNNucfg2zZiQcaxq9tnPTlsI/view?usp=sharing,https://drive.google.com/file/d/1JvDThKQoQA_zDxGmmdKyabjxYBvG1IMZ/view?usp=sharing,https://drive.google.com/file/d/1vBSgYn846j9azMy6Zri-QZ4ZV4sjKon9/view?usp=sharing,https://drive.google.com/file/d/1W0yjB_kcR4hohukFjqXTFXnQxC_695q9/view?usp=drive_link
227,July 2021,250,GMA21C004,เทคนิคการเอาชนะความกังวลใจด้วยสมองของเรา (Defeating the Anxiety with Your Brainwork),Self Development,Online Course,Good Mind Academy,พญ.พิยะดา หาชัยภูมิ (หมอเอิ้น),"เพราะชีวิตนี้ยังไงก็ต้องเจอความกังวล โดยเฉพาะความกังวลที่อาจเกิดจากการทำงาน การเข้าใจที่มาที่ไปและกลไกความกังวลจะทำให้เราสามารถเข้าใจและประยุกต์ใช้วิธีการจัดการความกังวลได้อย่างลึกซึ้งมากขึ้น และสามารถใช้ชีวิตได้แบบเต็มศักยภาพมากขึ้น

ก่อนที่ความกังวลจะทำให้เราสูญเสียความสามารถในการใช้ชีวิตและงาน จิตแพทย์ผู้ซ่อมแซมและฟื้นฟูสุขภาพจิตของคนที่มีความกังวลมามากมาย ได้ถอดกระบวนการดูแลความกังวลออกมาให้เราได้เรียนรู้ เพื่อที่ให้ผู้เรียนได้ทักษะในการดูแลจิตใจของตัวเองได้ด้วยตัวเองลงในหลักสูตรนี้เรียบร้อยแล้ว",หลักสูตรนี้เหมาะสำหรับทุกคนที่เคยมีความกังวล  กำลังกังวล หรือกลัวความกังวล และพร้อมจะพัฒนาทักษะในการดูแลความกังวลในตัวเอง,1:24:42,Y,N,https://drive.google.com/file/d/1yWIobxcqAdG8C9wyFX3-21Mz1cT8zj7P/view?usp=sharing,https://drive.google.com/file/d/1VjKy6lzatBfDp6zTpiB2Zo4JzeiQuASS/view?usp=sharing,https://drive.google.com/file/d/1QB03qU-i2tLJ_WW0h382udLG8fS8rCk9/view?usp=sharing,https://drive.google.com/file/d/1PBcGd4UNPxp4PBCRjnz5-zBB16C3ObbE/view?usp=drive_link
228,July 2021,288,DEO21C025,เปลี่ยนความทุกข์ ปลุกพลังบวก (Transform Suffering into Positive Energy),Self Development,Online Course,DeOne Academy,ผศ. ดร.จิตรา ดุษฎีเมธา (อ.เปิ้ล),"""เปลี่ยนความทุกข์ ปลุกพลังบวก (Transform Suffering into Positive Energy)"" เป็นหลักสูตรที่จะเรียนรู้ถึงการใช้พลังชีวิตในตัวบุคคลเพื่อบริหารจัดการกับความทุกข์ใจ ด้วยการรู้เท่าทันการสื่อสารภายในตนเอง การเลือกปรับชีวิต ไม่ตกหลุมพรางอยู่ในวังวนของความทุกข์ โดยเข้าไปติดบ่วงหรือกับดักโดยไม่รู้ตัว 

รวมถึงเรียนรู้เทคนิคที่จะทำให้สามารถสลัด ประคองตนเอง ให้ออกจากวงจรแห่งความทุกข์ ทั้งเทคนิคการโยกย้ายกาย การปรับมุมมองจากลบเป็นบวก ให้เกิดพลัง เทคนิคการหาตัวช่วย เทคนิคการสื่อสารกับตัวเองเพื่อค่อย ๆ สร้างพลังให้ฟื้นคืนกลับขึ้นมา เทคนิคการเสริมแรงให้กับตัวเอง และเทคนิคอื่น ๆ ที่จะทำให้ตัวเรากลับฟื้นขึ้นมาตั้งต้นตนเองและสร้างศักยภาพของตนเองให้ดีขึ้นมาอีกครั้ง",หลักสูตรนี้เหมาะสำหรับพนักงานในองค์กร บุคคลทั่วไป และผู้ที่รักการพัฒนาตนเอง ,1:18:57,Y,N,https://drive.google.com/file/d/11mwFc9RcD9bTSdNJIxm8mnk6dET53ZVm/view?usp=sharing,https://drive.google.com/file/d/1V66Tx8Erp5fPanEe2bnzZfkMuXtHEEv8/view?usp=sharing,https://drive.google.com/file/d/1P195mQRWivfxot-js5gn9NoRQmkh1okl/view?usp=sharing,https://drive.google.com/file/d/1MUMdOCcfF99wnl3w1bOqxQAj-23dBxgM/view?usp=drive_link
229,July 2021,44,DEO21C026,นำทีมอย่างไรให้ได้ใจคนและได้ผลงาน (Inspirational Leadership),Leadership,Online Course,DeOne Academy,กิตติภัฎ ชุณหวิริยะกุล (อ.ตั๊ง),"Most leaders motivate. Great leaders “inspire”. ผู้นำส่วนใหญ่สร้างแรงจูงใจแต่ผู้นำที่ยิ่งใหญ่สร้างแรงบันดาลใจให้ผู้คน...ปฏิเสธไม่ได้เลยว่าการบริหารทีมในทุกวันนี้นั้นมีความซับซ้อนและต้องใช้ความเข้าอกเข้าใจคนเป็นอย่างมาก เพียงแค่หลักในการทำงานเพียงอย่างเดียวจึงไม่เพียงพอที่จะทำให้งานออกมาสำเร็จราบรื่นได้

หากอยากให้งานบรรลุวัตถุประสงค์จะต้องอาศัยหลักจิตวิทยาในการเข้าใจมนุษย์มาประยุกต์ใช้ร่วมกันด้วย หลักสูตรนี้จะสอนเทคนิคและจิตวิทยาในการบริหารและนำทีมขั้นสูงที่นำไปปรับใช้ได้โดยง่าย อธิบายด้วยภาษาที่เป็นกันเองพร้อมตัวอย่างจากประสบการณ์จริงซึ่งจะช่วยเตรียมความพร้อมของหัวหน้า ผู้นำทีม ผู้จัดการ ในการพัฒนาบุคลากร เพื่อให้สามารถบริหารจัดการงานได้อย่างมีประสิทธิภาพและสร้างแรงบันดาลใจในการทำงานได้เห็นผลมากยิ่งขึ้น",หลักสูตรนี้เหมาะสำหรับเจ้าของกิจการ / ผู้บริหาร / ผู้จัดการ / หัวหน้าทีม / Supervisor ,1:02:39,Y,N,https://drive.google.com/file/d/1sWMdVliQpXmeHY94Dd-qatIMtwyhVRcB/view?usp=sharing,https://drive.google.com/file/d/1oCNpVk7ldbVW6nU52ROTSAMxEsNn098T/view?usp=sharing,https://drive.google.com/file/d/1KQfIYvIRs59mtPXEJcWOXQDor7d0JVpN/view?usp=sharing,https://drive.google.com/file/d/1GNeWLKetX6rOnbRXRycCJVmqgvRMb40C/view?usp=drive_link
230,July 2021,459,DEO21C027,สร้างกลยุทธ์การบริการที่เป็นเลิศเพื่อความสำเร็จที่ยั่งยืน (Service Excellence for Sustainable Success),Business Function,Online Course,DeOne Academy,นรัฐ คุณะวัฒนากรณ์,"""คุณยังคงมีแบบกรอบความคิดแบบเดิม ๆ ในเรื่องของการบริการที่ดี นั่นคือการ “ไหว้สวย-ยิ้มหวาน-พูดเพราะ” เท่านั้นอยู่รึเปล่า? ถ้าคำตอบของท่านคือ “ไม่ใช่” มันต้องมีอะไรที่ “ทันสมัย” และ ”ใช่” มากกว่านั้น คุณจะได้พบกับทุกคำตอบในหลักสูตร “สร้างกลยุทธ์การบริการที่เป็นเลิศเพื่อความสำเร็จที่ยั่งยืน” นี้อย่างแน่นอน

หลักสูตรนี้จะได้พบกับนิยามใหม่ของการให้บริการที่ทันสมัย ทันเหตุการณ์ และตรงกับค่านิยมที่เปลี่ยนไปของคนในยุคสมัยปัจจุบัน คุณจะได้เรียนรู้ในเรื่องการสร้างสรรค์กิจกรรมแห่งความประทับใจในแบบที่ลูกค้าคาดไม่ถึง เหนือความคาดหมาย และไม่อาจปฏิเสธต่อความรู้สึกประทับใจนั้นได้อย่างแน่นอน คุณจะได้พบกับโอกาสที่อยู่หน้า หรือการ Recovering Techniques ที่สามารถแปลงเปลี่ยนความผิดหวังเป็นความประทับใจสูงสุดได้ในชั่วพริบตา และคุณจะได้เรียนรู้การรับมือกับลูกค้าประเภทต่าง ๆ ด้วยเทคนิคการวิเคราะห์ความต้องการของลูกค้าแบบง่าย ๆ แต่ทรงประสิทธิภาพ เพื่อความสำเร็จของตัวท่านเองในระยะยาวได้อย่างแท้จริง","หลักสูตรนี้เหมาะสำหรับ
• เจ้าของธุรกิจ ผู้ประกอบการ 
• นักขาย 
• นักการตลาด
• สายงานบริการทุกสายงาน",1:46:44,Y,N,https://drive.google.com/file/d/1V5spDN-YKcQ-obAy3LbXqnQA-9B3p1z3/view?usp=sharing,https://drive.google.com/file/d/11whn3u5aj9Ui-kRxbDhjCo2_blvKWhi6/view?usp=sharing,https://drive.google.com/file/d/1Mq7fkwkVYg9hcLmYeQTllPsTZWoE1arz/view?usp=sharing,https://drive.google.com/file/d/1eNzWccWk8XDqfWygk1hyszat5S-AJbMQ/view?usp=drive_link
231,July 2021,779,DEO21C028,ทักษะการเจรจาในการขายงานแบบ Solution (Negotiation for Solution Sales),Interpersonal Skills,Online Course,DeOne Academy,ประเสริฐ สุขไพบูลย์กุล (อ.จ๊อก),"การเจรจาถือเป็นหนึ่งในทักษะที่สำคัญที่มนุษย์ใช้มากที่สุด ซึ่งทักษะการเจรจาต่อรองเป็นศิลปะแขนงหนึ่งที่มีความล้ำลึก เพราะการใช้ทักษะการเจรจาให้เชี่ยวชาญจะเกี่ยวข้องกับเรื่องของการใช้จิตวิทยาทำให้การเจรจาต่อรองในระดับสูงจำเป็นต้องมีการอ่านสถานการณ์ คิดถึงภาพรวมการต่อรองเพื่อบรรลุวัตถุประสงค์มากกว่าจะชนะศึกเล็ก 

ผู้เรียนรู้หลักการเจรจาต่อรองไม่สามารถที่จะใจร้อนได้ เพราะการเจรจาขึ้นอยู่กับเหตุผลและการชั่งน้ำหนักของสิ่งที่ใช้สื่อสาร การเจรจาต่อรองจึงไม่ได้เป็นเพียงแค่การเข้าใจในทฤษฎีและจะสามารถนำไปต่อรองในศึกจริงได้ เพราะการดึงไหวพริบ พร้อมวิธีการแก้ไขปัญหาที่อยู่ตรงหน้าจะต้องได้รับการฝึกฝนหรือขัดเกลาจนสามารถตัดสินใจได้อด้วยตนเอง โดยคำนึงถึงเป้าหมายและสิ่งที่ใช้ในการแลกเปลี่ยน หลักสูตรนี้จึงเป็นอีกหนึ่งหลักสูตรที่จะเพิ่มเทคนิคดี ๆ ให้กับผู้เรียนให้บรรลุการเจรจาขั้นสูง",หลักสูตรนี้เหมาะสำหรับนักขายและตัวแทนบริษัทที่ต้องทำหน้าที่ในการเจรจาแทน,1:16:14,Y,N,https://drive.google.com/file/d/19iJekjPv4bSX_VUFq0VVf0S2u-UnjGqS/view?usp=sharing,https://drive.google.com/file/d/13khKdh2L3NQpAAPRWVJjPZJrZheLsySH/view?usp=sharing,https://drive.google.com/file/d/1Kg17LaBCiFW8_9sj5ikwTCjY1Q1nLcnu/view?usp=sharing,https://drive.google.com/file/d/14V8vCuRXCl4A6uuFLGLaN6qKLUkJOfA8/view?usp=drive_link
232,July 2021,210,DEO21C029,5ส เพื่อการเพิ่มผลิตภาพ (5S for Productivity),Business Function,Online Course,DeOne Academy,รศ.วัชรชัย ภุมรินทร์,"5ส เป็นเครื่องมือพื้นฐานในการจัดการหรือปรับปรุงสถานที่ทำงานให้เกิดความสะดวก  สะอาด  มีความเป็นระเบียบเรียบร้อย ง่ายต่อการควบคุม เพื่อเอื้ออำนวยให้เกิดประสิทธิภาพในการทำงาน  มีความปลอดภัยและคุณภาพชีวิตในการทำงานที่ดี ตลอดจนสร้างทัศนคติที่ดีของพนักงานอันเป็นพื้นฐานของการเพิ่มผลผลิตและคุณภาพโดยรวม 

โดยเป็นเครื่องมือที่จะช่วยลดปัญหาความสูญเสียต่าง ๆ ช่วยเพิ่มประสิทธิภาพในการปฏิบัติงานให้สูงขึ้น ช่วยยกระดับการปฏิบัติงานให้ได้มาตรฐาน ลดต้นทุนการผลิต เพิ่มกำไรให้กับบริษัท และเกิดการพัฒนาอย่างต่อเนื่อง ซึ่งจะนำไปสู่การสร้างขีดความสามารถในการแข่งขัน และการเติบโตอย่างต่อเนื่องให้กับองค์กร  

กิจกรรม 5ส จึงถือเป็นกิจกรรมพื้นฐานที่สำคัญ และจำเป็นอย่างยิ่งที่จะส่งเสริมการสร้างความสามารถในการแข่งขันให้กับหน่วยงาน เพราะนอกจากเป็นการสร้างสภาพแวดล้อมที่ดีให้เป็นพื้นที่ที่เหมาะสมต่อการปฏิบัติงานแล้ว ยังส่งผลต่อการควบคุมกระบวนการผลิตสินค้าให้ได้ตามเป้าหมาย T Q C ที่ลูกค้าต้องการได้อย่างมีประสิทธิภาพ

นอกจากนี้  5ส ยังเป็นอีกกลยุทธ์หนึ่งที่เปิดโอกาสให้พนักงานมีส่วนร่วมในการพัฒนาคุณภาพ เป็นกิจกรรมที่ทำแล้วเห็นผลเร็วและชัดเจน อีกทั้งยังเป็นพื้นฐานให้พนักงานมีจิตสำนึกของการพัฒนาและปรับปรุงงาน สามารถยอมรับระบบบริหารงานตามมาตรฐานใหม่ๆ  เช่น  ISO9000, ISO140000, TQM  เป็นต้น เข้ามาใช้ในการปรับปรุงพัฒนางานเพื่อความสำเร็จขององค์กรได้เป็นอย่างดีอีกด้วย

หลักสูตรนี้จึงออกแบบมาเพื่อมุ่งเน้นให้ผู้เข้าอบรมได้เรียนรู้และเข้าใจถึงความสำคัญและหลักการที่สำคัญของการทำกิจกรรม 5ส ตลอดจนได้เรียนรู้วิธีการและขั้นตอนต่าง ๆ เกี่ยวกับการทำกิจกรรมในแต่ละ ""ส"" เพื่อการเพิ่มผลิตภาพ  ตั้งแต่ ส - สะสาง ส - สะดวก  ส - สะอาด  ส - สุขลักษณะ และ ส - สร้างนิสัย จนสามารถนำความรู้ที่ได้กลับไปพัฒนาตนเองและหน่วยงานในการทำกิจกรรม 5ส ได้จริง","หลักสูตรนี้เหมาะสำหรับ
• พนักงานทุกระดับ
• หัวหน้างานและหัวหน้ากลุ่มย่อย (Small group activity)
• ผู้ที่รับผิดชอบและเกี่ยวข้อง
",54:02:00,Y,N,https://drive.google.com/file/d/1bZuL0WjE_gi0s0gHEmcG_2sOZanIWiMv/view?usp=sharing,https://drive.google.com/file/d/1QjShrQB_q9MlMICXWxY6B6B05iu28rem/view?usp=sharing,https://drive.google.com/file/d/1l6V1n8ogd3VhyIUSnqHplsrvjumsQfRy/view?usp=sharing,https://drive.google.com/file/d/1Z366ZtpI5_E0nQtT9RdadfXype1Uu6Qk/view?usp=drive_link
